Position,Const,Created,Modified,Description,Name,Known For,Birth Date
308,nm1209950,2016-10-02,2016-10-02,,Paige Hurd,A Girl Like Grace,1992-07-20
309,nm2679753,2016-10-02,2016-10-02,,Annie Ilonzeh,Peppermint,1983-08-23
310,nm0036651,2016-10-02,2016-10-02,,Tichina Arnold,Everybody Hates Chris,1969-06-28
311,nm0876645,2016-10-02,2016-10-02,,Tamara Tunie,Flight,1959-03-14
312,nm0766708,2016-10-02,2016-10-02,,Sherri Saum,Sunset Beach,1974-10-01
313,nm1147702,2016-10-02,2016-10-02,,K.D. Aubert,Hollywood Homicide,1978-12-06
314,nm3437115,2016-10-02,2016-10-02,,Meagan Tandy,Unstoppable,1985-05-03
315,nm0870206,2016-10-02,2016-10-02,,Tammy Townsend,"Rock Me, Baby",1970-08-17
316,nm0822304,2016-10-02,2016-10-02,,BernNadette Stanis,Good Times,1953-12-22
317,nm0112001,2016-10-02,2016-10-02,,Golden Brooks,Girlfriends,1970-12-01
318,nm1724833,2016-10-02,2016-10-02,,Ella Thomas,NCIS: Los Angeles,1981-08-15
319,nm0889152,2016-10-02,2016-10-02,,Vanity,The Last Dragon,1959-01-04
320,nm0796676,2016-10-02,2016-10-02,,Drew Sidora,Step Up,1985-05-01
321,nm2065368,2016-10-02,2016-10-02,,Mekia Cox,"Crazy, Stupid, Love.",
322,nm0004808,2016-10-02,2016-10-02,,Lisa Nicole Carson,Ally McBeal,1969-07-12
323,nm0033837,2016-10-02,2016-10-02,,Leila Arcieri,xXx,1973-12-18
324,nm0211726,2016-10-02,2016-10-02,,Melissa De Sousa,On Becoming a God in Central Florida,1967-09-25
325,nm1048128,2016-10-02,2016-10-02,,Dana Davis,Prom Night,1978-10-04
326,nm0930326,2016-10-02,2016-10-02,,Cynda Williams,One False Move,1966-05-17
327,nm0001923,2016-10-02,2016-10-02,,Margaret Avery,The Color Purple,1944-01-20
328,nm0507320,2016-10-02,2016-10-02,,Jazsmin Lewis,Barbershop,1976-03-22
329,nm0176801,2016-10-02,2016-10-02,,Angell Conwell,The Young and the Restless,1983-08-02
330,nm0629370,2016-10-02,2016-10-02,,Denise Nicholas,Let's Do It Again,1944-07-12
331,nm2000144,2016-10-02,2016-10-02,,Shannon Kane,Brooklyn's Finest,1986-09-14
332,nm0865869,2016-10-02,2016-10-02,,Berlinda Tolbert,Goodfellas,1949-11-04
333,nm0001011,2016-10-02,2016-10-02,,Irene Cara,Fame,1959-03-18
334,nm0679690,2016-10-02,2016-10-02,,Chrystee Pharris,Chronicle,1976-03-07
335,nm1594832,2016-10-02,2016-10-02,,Denise Boutte,Why Did I Get Married?,1982-01-19
336,nm0399170,2016-10-02,2016-10-02,,Erica Hubbard,Lincoln Heights,1979-01-02
337,nm0005248,2016-10-02,2016-10-02,,Mari Morrow,"Big Mommas: Like Father, Like Son",1968-07-21
338,nm0429083,2016-10-02,2016-10-02,,Renée Jones,Days of Our Lives,1958-10-15
339,nm0658252,2016-10-02,2016-10-02,,Gretchen Palmer,I Got the Hook Up,1961-12-16
340,nm0751357,2016-10-02,2016-10-02,,Naomi Ryan,Guardians of the Galaxy,1977-05-24
341,nm0005233,2016-10-02,2016-10-02,,Tangi Miller,Felicity,1970-02-28
342,nm0449656,2016-10-02,2016-10-02,,Brook Kerr,Passions,1973-11-21
343,nm0569144,2016-10-02,2016-10-02,,Vonetta McGee,The Eiger Sanction,1945-01-14
344,nm0376914,2016-10-02,2016-10-02,,Gloria Hendry,Live and Let Die,1949-03-03
345,nm0454955,2016-10-02,2016-10-02,,Kent King,General Hospital: Night Shift,1974-08-05
346,nm0336358,2016-10-02,2016-10-02,,Teresa Graves,Get Christie Love!,1948-01-10
347,nm0005051,2016-10-02,2016-10-02,,Dominique Jennings,Se7en,1965-10-30
348,nm0280801,2016-10-02,2016-10-02,,Enya Flack,Nutty Professor II: The Klumps,
349,nm0414008,2016-10-02,2016-10-02,,Rose Jackson,Dead Presidents,
350,nm0561676,2016-10-02,2016-10-02,,Chenoa Maxwell,Hav Plenty,1969-11-16
351,nm1443803,2016-10-02,2016-10-02,,Lizz Robbins,America's Most Wanted,1974-05-01
352,nm0743896,2016-10-02,2016-10-02,,Tracee Ellis Ross,Girlfriends,1972-10-29
353,nm3813115,2016-10-03,2016-10-03,,Aja Naomi King,The Birth of a Nation,1985-01-11
354,nm0779126,2016-10-03,2016-10-03,,Esther Scott,Transformers,1953-04-13
355,nm0738354,2016-10-03,2016-10-03,,Esther Rolle,Driving Miss Daisy,1920-11-08
356,nm7218919,2016-10-03,2016-10-03,,Nicole Davis,Justice: By Any Means,
357,nm0253708,2016-10-03,2016-10-03,,Kimberly Elise,The Manchurian Candidate,1967-04-17
358,nm2154316,2016-10-03,2016-10-03,,Devyn A. Tyler,The Purge,1991-05-07
359,nm1265096,2016-10-03,2016-10-03,,Charissa Allen,The Great Debaters,
360,nm1392716,2016-10-03,2016-10-03,,Sharon Jones,The Wolf of Wall Street,1956-05-04
361,nm2656189,2016-10-03,2016-10-03,,Crystal Brown-Tatum,Better Angels,
362,nm4511717,2016-10-03,2016-10-03,,Yolanda T. Ross,Black Lightning,
363,nm0743931,2016-10-03,2016-10-03,,Yolonda Ross,The Chi,
364,nm0914937,2016-10-03,2016-10-03,,Vernee Watson,The Kid,1954-01-14
365,nm3204288,2016-10-03,2016-10-03,,Karen Pittman,Begin Again,
366,nm3831822,2016-10-03,2016-10-03,,Deborah Ayorinde,Them,1987-08-13
367,nm0306888,2016-10-03,2016-10-03,,Dawn-Lyen Gardner,Queen Sugar,
368,nm0812308,2016-10-03,2016-10-03,,Sonja Sohn,The Wire,
369,nm1904386,2016-10-03,2016-10-03,,Cassandra Freeman,Inside Man,1978-10-01
370,nm1406792,2016-10-03,2016-10-03,,Parisa Fitz-Henley,Fantasy Island,
371,nm8052350,2016-10-03,2016-10-03,,Akua Santewa,Luke Cage,
372,nm5821195,2016-10-03,2016-10-03,,Norma Aurel,Luke Cage,
373,nm2251717,2016-10-03,2016-10-03,,Natalie Paul,The Sinner,
374,nm2796534,2016-10-03,2016-10-03,,Joniece Abbott-Pratt,Luke Cage,
375,nm6285401,2016-10-03,2016-10-03,,Megan Miller,Luke Cage,
376,nm4947091,2016-10-03,2016-10-03,,Jade Johnson,Wonder Woman 1984,
377,nm6118512,2016-10-03,2016-10-03,,Jennifer Brito,Orange Is the New Black,
378,nm7414785,2016-10-03,2016-10-03,,LaShonda Reese,Luke Cage,
379,nm0129749,2016-10-03,2016-10-03,,L. Scott Caldwell,The Fugitive,1950-04-17
380,nm1770441,2016-10-03,2016-10-03,,Maya Dunbar,Banshee,
381,nm2274707,2016-10-03,2016-10-03,,Tiffany Boone,Hunters,1987-08-27
382,nm2472085,2016-10-03,2016-10-03,,Angel Laketa Moore,Bad Times at the El Royale,
383,nm0404924,2016-10-03,2016-10-03,,Michael Hyatt,Nightcrawler,
384,nm0569076,2016-10-03,2016-10-03,,Gwen McGee,Days of Our Lives,
385,nm1345689,2016-10-03,2016-10-03,,Hilda Boulware,No Ordinary Family,
386,nm2590648,2016-10-03,2016-10-03,,Hope Olaidé Wilson,Spenser Confidential,1985-08-16
387,nm2993012,2016-10-03,2016-10-03,,Anna Diop,Us,1988-02-06
388,nm0425835,2016-10-03,2016-10-03,,Michelle Anne Johnson,The Ring Two,1965-09-09
389,nm2539782,2016-10-03,2016-10-03,,Diarra Kilpatrick,American Koko,
390,nm0732025,2016-10-03,2016-10-03,,Shelley Robertson,NCIS: New Orleans,
391,nm1755731,2016-10-03,2016-10-03,,Deidrie Henry,Beyond the Lights,
392,nm0787170,2016-10-03,2016-10-03,,Pamela Shaddock,Velvet Buzzsaw,
393,nm3599343,2016-10-03,2016-10-03,,Jackie Fabulous,Southland,
394,nm0248474,2016-10-03,2016-10-03,,Jennifer Echols,The Ladykillers,1954-07-25
395,nm1667815,2016-10-03,2016-10-03,,Shirley Burns,Trust Me,
396,nm3227993,2016-10-03,2016-10-03,,Nija Okoro,9-1-1: Lone Star,
397,nm2322636,2016-10-03,2016-10-03,,Jaxy Boyd,This Is Us,
398,nm0698776,2016-10-03,2016-10-03,,Sandra Prosper,Fracture,
399,nm1634184,2016-10-03,2016-10-03,,Nicole J. Butler,Sister President,
400,nm3253938,2016-10-03,2016-10-03,,Constance Ejuma,Ben & Ara,
401,nm0925045,2016-10-03,2016-10-03,,Karen Malina White,Lean on Me,1965-07-07
402,nm2395944,2016-10-03,2016-10-03,,Sufe Bradshaw,Veep,
403,nm0184673,2016-10-03,2016-10-03,,Nancy Bellany,Prodigal Husband,
404,nm2129374,2016-10-03,2016-10-03,,Earnestine Phillips,Here Comes the Boom,1951-01-10
405,nm5608272,2016-10-03,2016-10-03,,Heaven White,Grey's Anatomy,
406,nm3187683,2016-10-03,2016-10-03,,Kim Yarbrough,Secret in Their Eyes,
407,nm2400301,2016-10-03,2016-10-03,,Tamika Simpkins,Dispatches from Elsewhere,
408,nm3170406,2016-10-03,2016-10-03,,Amanda Payton,Beginners,
409,nm2837872,2016-10-03,2016-10-03,,Xosha Roquemore,Precious,1984-12-11
410,nm1659398,2016-10-03,2016-10-03,,Jamai Fisher,Paper Towns,
411,nm1367802,2016-10-03,2016-10-03,,Jeryl Prescott,The Walking Dead,
412,nm0908800,2016-10-03,2016-10-03,,Nayo Wallace,Speed Racer,1970-12-07
413,nm2348805,2016-10-03,2016-10-03,,Jaida-Iman Benjamin,Family Reunion,1994-12-30
414,nm2324837,2016-10-03,2016-10-03,,Elisa Perry,Ad Astra,
415,nm0862257,2016-10-03,2016-10-03,,Leslie Thurston,Fuller House,
416,nm1929670,2016-10-03,2016-10-03,,Ambrit Millhouse,"Faith, Hope & Love",
417,nm2376575,2016-10-03,2016-10-03,,Lola St. Vil,Norbit,
418,nm3363373,2016-10-03,2016-10-03,,Tiffany Tynes,Nicki Minaj: Anaconda Parody,1981-07-27
419,nm3456742,2016-10-03,2016-10-03,,Liz Jenkins,Black-ish,
420,nm3442405,2016-10-03,2016-10-03,,Lyndie Greenwood,Sleepy Hollow,1983-06-06
421,nm0428382,2016-10-03,2016-10-03,,Jill Marie Jones,Girlfriends,1975-01-04
422,nm2262389,2016-10-03,2016-10-03,,Deja Dee,Queen Sugar,
423,nm2301296,2016-10-03,2016-10-03,,India Scandrick,Sleepy Hollow,1994-07-13
424,nm0227757,2016-10-10,2016-10-10,,Lisa Dinkins,Criminal Minds: Season 13 - Thirteen Minds,
425,nm0733513,2016-10-10,2016-10-10,,Lavelle Roby,Freaks of Nature,
426,nm0123563,2016-10-10,2016-10-10,,Dena Burton,Nick & Eddy in Trouble,
427,nm0852328,2016-10-10,2016-10-10,,Elayn J. Taylor,Dr. Dolittle 2,
428,nm0714413,2016-10-10,2016-10-10,,Marie-Alise Recasner,Island of Blood,1962-05-25
429,nm0838588,2016-10-10,2016-10-10,,Cree Summer,Atlantis: The Lost Empire,1969-07-07
430,nm0479917,2016-10-10,2016-10-10,,Deborah Lacey,Love Under New Management: The Miki Howard Story,
431,nm0717227,2016-10-10,2016-10-10,,Daphne Reid,The Fresh Prince of Bel-Air,1948-07-13
432,nm0420156,2016-10-10,2016-10-10,,Juliette Jeffers,Chicago Med,
433,nm0737967,2016-10-10,2016-10-10,,Roxie Roker,The Jeffersons,1929-08-28
434,nm0183499,2016-10-10,2016-10-10,,Bridgid Coulter,Rosewood,1968-08-02
435,nm0420738,2016-10-10,2016-10-10,,Crystal Jenious,Griot's Lament,1959-12-25
436,nm0533672,2016-10-10,2016-10-10,,Janet MacLachlan,The Thirteenth Floor,1933-08-27
437,nm0551642,2016-10-10,2016-10-10,,Cynthia Martells,Nurse Betty,
438,nm0587396,2016-10-10,2016-10-10,,Christina Milian,Be Cool,1981-09-26
439,nm0507097,2016-10-10,2016-10-10,,Dawnn Lewis,A Different World,1961-08-13
440,nm0036197,2016-10-10,2016-10-10,,Stacy Arnell,Drillbit Taylor,1970-10-12
441,nm0394286,2016-10-10,2016-10-10,,Telma Hopkins,Family Matters,1948-10-28
442,nm0382968,2016-10-10,2016-10-10,,Taral Hicks,A Bronx Tale,1974-09-21
443,nm0424832,2016-10-10,2016-10-10,,Crystal N. Johnson,Belly,
444,nm0202253,2016-10-10,2016-10-10,,Raven Dauda,Murder at 1600,
445,nm0830021,2016-10-10,2016-10-10,,Phyllis Yvonne Stickney,Die Hard: With a Vengeance,
446,nm0721990,2016-10-10,2016-10-10,,Vickilyn Reynolds,Friday,1955-06-02
447,nm0103307,2016-10-10,2016-10-10,,Kathleen Bradley,Friday,1951-01-10
448,nm0656250,2016-10-10,2016-10-10,,LaWanda Page,Friday,1920-10-19
449,nm0934310,2016-10-10,2016-10-10,,Yvette Wilson,Friday,1964-03-06
450,nm0293326,2016-10-10,2016-10-10,,Cheryl Freeman,Hercules,
451,nm0111860,2016-10-10,2016-10-10,,Angelle Brooks,The Brothers,1967-08-11
452,nm0293360,2016-10-10,2016-10-10,,Dee Freeman,Shameless,
453,nm0732854,2016-10-10,2016-10-10,,Linette Doherty,Saw II,
454,nm0589474,2016-10-10,2016-10-10,,Valarie Rae Miller,Crank,1974-04-16
455,nm0242285,2016-10-10,2016-10-10,,Monet Dunham,The Curse,
456,nm0036571,2016-10-10,2016-10-10,,Monica,Big Momma's House,1980-10-24
457,nm0602071,2016-10-10,2016-10-10,,Margo Moorer,Forrest Gump,
458,nm0638174,2016-10-10,2016-10-10,,Jameelah Nuriddin,ATL,
459,nm2218291,2016-10-10,2016-10-10,,Onira Tares,Ant-Man,1981-05-21
460,nm2196055,2016-10-10,2016-10-10,,Genese Bobo,On the Spot,1985-05-06
461,nm2109571,2016-10-10,2016-10-10,,Parker Price,On the Spot: Fashion Night Life,1979-08-22
462,nm5939164,2016-10-10,2016-10-10,,Zazie Beetz,Atlanta,1991-05-25
463,nm6870119,2016-10-10,2016-10-10,,Candace B. Harris,Coins for Love,
464,nm4808552,2016-10-10,2016-10-10,,Precious Bright,Flight,
465,nm6632749,2016-10-10,2016-10-10,,Hope Jones,Atlanta,
466,nm5423554,2016-10-10,2016-10-10,,Milli M.,Daytime Divas,
467,nm0055499,2016-10-10,2016-10-10,,Avis-Marie Barnes,Jeepers Creepers,
468,nm7967524,2016-10-10,2016-10-10,,Crystal Alicia Garrett,The Originals,
469,nm6292935,2016-10-10,2016-10-10,,Andrene Ward-Hammond,Loving,
470,nm1683189,2016-10-10,2016-10-10,,Keena Ferguson,Atlanta,
471,nm2608901,2016-10-10,2016-10-10,,Jessica A. Caesar,Casual,1986-04-20
472,nm3197256,2016-10-10,2016-10-10,,Tamika Parrish,Pull,
473,nm4581476,2016-10-10,2016-10-10,,Terri Abney,Loving,
474,nm2294311,2016-10-13,2016-10-13,,Osas Ighodaro,RattleSnake - The Ahanna Story,
475,nm1822939,2016-10-13,2016-10-13,,Chyna Layne,In Broad Daylight,
476,nm2187104,2016-10-13,2016-10-13,,Malikha Mallette,Daredevil,
477,nm6343162,2016-10-13,2016-10-13,,Marsai Martin,Little,
478,nm3596976,2016-10-13,2016-10-13,,Elle Young,Black-ish,
479,nm2023508,2016-10-13,2016-10-13,,Leigh Bush,Divergent,
480,nm0279727,2016-10-13,2016-10-13,,Patrice Fisher,How High,1978-01-05
481,nm1269155,2016-10-13,2016-10-13,,Denyce Lawton,The Hot Zone: Anthrax,1978-05-02
482,nm0255001,2016-10-13,2016-10-13,,Nadine Ellis,Hairspray,
483,nm0285783,2016-10-13,2016-10-13,,Melyssa Ford,Think Like a Man,1976-11-07
484,nm1006801,2016-10-13,2016-10-13,,Tawny Dahl,Beauty Shop,
485,nm2112123,2016-10-13,2016-10-13,,April Clark,ATL,
486,nm1087032,2016-10-13,2016-10-13,,Sundy Carter,Bringing Down the House,
487,nm1174062,2016-10-13,2016-10-13,,Nicole Narain,What Maisie Knew,1974-07-28
488,nm1595743,2016-10-13,2016-10-13,,Lanisha Cole,Soul Plane,1982-02-13
489,nm2147674,2016-10-13,2016-10-13,,Sara Pickett,Life Is Hot in Cracktown,
490,nm1775091,2016-10-13,2016-10-13,,Danai Gurira,Black Panther,1978-02-14
491,nm0692013,2016-10-13,2016-10-13,,Adina Porter,American Horror Story,1971-03-13
492,nm1166613,2016-10-13,2016-10-13,,Naturi Naughton,Notorious,1984-05-20
493,nm1731401,2016-10-13,2016-10-13,,Edwina Findley Dickerson,Fear the Walking Dead,
494,nm1801624,2016-10-13,2016-10-13,,Erica Tazel,Justified,
495,nm0931046,2016-10-13,2016-10-13,,Kellie Shanygne Williams,Family Matters,1976-03-22
496,nm0004697,2016-10-13,2016-10-13,,Erika Alexander,Get Out,1969-11-19
497,nm0732945,2016-10-13,2016-10-13,,Nichole Galicia,Torque,
498,nm1944254,2016-10-13,2016-10-13,,Imani Hakim,Mythic Quest: Raven's Banquet,1993-08-12
499,nm3232025,2016-10-13,2016-10-13,,Amber Riley,Glee,1986-02-15
500,nm0645781,2016-10-13,2016-10-13,,Enuka Okuma,Impulse,1976-09-20
501,nm0068599,2016-10-13,2016-10-13,,Vanessa Bell Calloway,Coming to America,1957-03-20
502,nm0399494,2016-10-13,2016-10-13,,Janet Hubert,The Fresh Prince of Bel-Air Reunion,1956-01-13
503,nm0791868,2016-10-13,2016-10-13,,Sherri Shepherd,30 Rock,1967-04-22
504,nm1715135,2016-10-13,2016-10-13,,Clare-Hope Ashitey,Children of Men,1987-02-12
505,nm0289340,2016-10-13,2016-10-13,,Jaimee Foxworth,Family Matters,1979-12-17
506,nm1404359,2016-10-13,2016-10-13,,Erica Ash,Scary Movie 5,1977-09-19
507,nm0226934,2016-10-13,2016-10-13,,Jazz Raycole,Jericho,1988-02-11
508,nm0156345,2016-10-13,2016-10-13,,Vanessa Chester,The Lost World: Jurassic Park,1984-07-02
509,nm1678063,2016-10-13,2016-10-13,,Estelle,Steven Universe,1980-01-18
510,nm0746714,2016-10-13,2016-10-13,,Kelly Rowland,Freddy vs. Jason,1981-02-11
511,nm0801672,2016-10-13,2016-10-13,,Madge Sinclair,Coming to America,1938-04-28
512,nm0364458,2016-10-13,2016-10-13,,Barbara Eve Harris,The Amazing Spider-Man,1959-03-08
513,nm0329538,2016-10-13,2016-10-13,,Raven Goodwin,The Station Agent,1992-06-24
514,nm0668534,2016-10-13,2016-10-13,,Jo Marie Payton,Family Matters,1950-08-03
515,nm0629517,2016-10-13,2016-10-13,,Melanie Nicholls-King,St. Vincent,
516,nm2476500,2016-10-13,2016-10-13,,Tenika Davis,Saw VI,1985-07-16
517,nm0446805,2016-10-13,2016-10-13,,RaéVen Kelly,A Time to Kill,1985-06-28
518,nm0007018,2016-10-13,2016-10-13,,Karimah Westbrook,All American,1978-10-06
519,nm0817909,2016-10-13,2016-10-13,,Danielle Spencer,What's Happening!!,1965-06-24
520,nm0157612,2016-10-13,2016-10-13,,Rozonda 'Chilli' Thomas,Marshall,1971-02-27
521,nm0235336,2016-10-13,2016-10-13,,Suzzanne Douglas,The School of Rock,1957-04-12
522,nm0124333,2016-10-13,2016-10-13,,Akosua Busia,The Color Purple,1966-12-30
523,nm0429385,2016-10-13,2016-10-13,,Tracey Cherelle Jones,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,
524,nm0450857,2016-10-13,2016-10-13,,T'Keyah Crystal Keymáh,In Living Color,1962-10-13
525,nm0129295,2016-10-13,2016-10-13,,Niketa Calame-Harris,The Lion King,1980-11-10
526,nm0478447,2016-10-13,2016-10-13,,LaChanze,Hercules,1961-12-16
527,nm1555781,2016-10-13,2016-10-13,,Linara Washington,Grey's Anatomy,1977-08-28
528,nm0924965,2016-10-13,2016-10-13,,Jessica White,Big Momma's House 2,
529,nm0292251,2016-10-13,2016-10-13,,Tomiko Fraser,Monster-in-Law,1968-05-02
530,nm1939627,2016-10-13,2016-10-13,,Regine Nehy,Lakeview Terrace,1987-11-14
531,nm0136760,2016-10-13,2016-10-13,,Lena Cardwell,Jeepers Creepers 2,1982-02-28
532,nm1123254,2016-10-13,2016-10-13,,Giovonnie Samuels,Freedom Writers,1985-11-10
533,nm0157410,2016-10-13,2016-10-13,,Caroline Chikezie,Æon Flux,1974-02-19
534,nm0113237,2016-10-13,2016-10-13,,Charnele Brown,A Different World,1965-10-30
535,nm0997740,2016-10-13,2016-10-13,,Erica Vittina Phillips,Superbad,
536,nm3964998,2016-10-13,2016-10-13,,Enisha Brewster,Grey's Anatomy,
537,nm2043761,2016-10-13,2016-10-13,,Kandi Burruss,Big Momma's House,1976-05-17
538,nm0043931,2016-10-13,2016-10-13,,Rakie Ayola,Been So Long,
539,nm0226497,2016-10-13,2016-10-13,,Rah Digga,Thir13en Ghosts,1972-12-18
540,nm2105039,2016-10-13,2016-10-13,,Genevieve Nnaji,Road to Yesterday,1979-05-03
541,nm2829737,2016-10-13,2016-10-13,,Gabourey Sidibe,Precious,1983-05-06
542,nm1631856,2016-10-13,2016-10-13,,Elizabeth June,Black-ish,
543,nm0004763,2016-10-13,2016-10-13,,Mary J. Blige,Mudbound,1971-01-11
544,nm1132876,2016-10-13,2016-10-13,,Judith Moreland,Eagle Eye,
545,nm3918035,2016-10-13,2016-10-13,,Zendaya,Spider-Man: Homecoming,1996-09-01
546,nm6576019,2016-10-13,2016-10-13,,Notlim Taylor,Marlon,
547,nm2893255,2016-10-13,2016-10-13,,Dayna Dooley,Henry Danger,
548,nm7052892,2016-10-13,2016-10-13,,Cassidey Fralin,Sydney to the Max,
549,nm7325940,2016-10-13,2016-10-13,,Camryn Hamm,The Young and the Restless,
550,nm6779380,2016-10-13,2016-10-13,,Sanai Victoria,No Good Nick,2007-01-15
551,nm4320497,2016-10-13,2016-10-13,,Jasmine Hester,The Last Ship,1988-12-23
552,nm7872532,2016-10-13,2016-10-13,,Laila Lockhart Kraner,The Secret of Sinchanee,
553,nm0024667,2016-10-13,2016-10-13,,Taya Amerson,Luckytown,
554,nm2986641,2016-10-13,2016-10-13,,Brittini London,Spider-Man: Homecoming,1985-02-18
555,nm5718997,2016-10-13,2016-10-13,,Yolanda English,The Mayor,
556,nm4559629,2016-10-13,2016-10-13,,Sarah Himmelstein,S.W.A.T.,
557,nm7022684,2016-10-13,2016-10-13,,Chyka Jackson,Hold On,
558,nm8204204,2016-10-13,2016-10-13,,Dre Welch,Black-ish,
559,nm6550953,2016-10-13,2016-10-13,,Tosha Lynette,The Mentalist,
560,nm4983096,2016-10-13,2016-10-13,,Monique A. Miller,The Turnaround,
561,nm2925997,2016-10-13,2016-10-13,,Kristin Pitts,Semi-Pro,
562,nm0287825,2016-10-16,2016-10-16,,Gloria Foster,The Matrix Reloaded,1933-11-15
563,nm0288935,2016-10-16,2016-10-16,,Crystal Fox,Driving Miss Daisy,
564,nm4663649,2016-10-16,2016-10-16,,Porsha Ferguson,Here I Gold,
565,nm1560274,2016-10-16,2016-10-16,,Shareeka Epps,Half Nelson,1989-07-11
566,nm5715289,2016-10-16,2016-10-16,,Denée Benton,The Friend,
567,nm0008651,2016-10-16,2016-10-16,,Donzaleigh Abernathy,Any Day Now,1957-08-05
568,nm2499064,2016-10-16,2016-10-16,,Uzo Aduba,Orange Is the New Black,1981-02-10
569,nm0038680,2016-10-16,2016-10-16,,Ashanti,Coach Carter,1980-10-13
570,nm1414931,2016-10-16,2016-10-16,,Shondrella Avery,Napoleon Dynamite,1971-04-26
571,nm2072060,2016-10-16,2016-10-16,,Cocoa Brown,Ted 2,
572,nm0004772,2016-10-16,2016-10-16,,Toni Braxton,The Oogieloves in the Big Balloon Adventure,1966-10-07
573,nm1304328,2016-10-16,2016-10-16,,Yvette Nicole Brown,Community,1971-08-12
574,nm0047213,2016-10-16,2016-10-16,,Cynthia Bailey,For Love or Money,
575,nm0000884,2016-10-16,2016-10-16,,Jennifer Beals,Flashdance,1963-12-19
576,nm1620783,2016-10-16,2016-10-16,,Meghan Markle,Remember Me,1981-08-04
577,nm0117146,2016-10-16,2016-10-16,,Joy Bryant,Bobby,1974-10-18
578,nm7726667,2016-11-09,2016-11-09,,Tyreah Herbert,Kindergarten Cop 2,
579,nm7726668,2016-11-09,2016-11-09,,Caroline Muthoni Muita,The Man in the High Castle,
580,nm6650943,2016-11-09,2016-11-09,,Abie Ekenezar,Prefer-Racial Treatment,
581,nm0004869,2016-11-09,2016-11-09,,Pepa,Deadpool,1969-11-09
582,nm2115545,2016-11-09,2016-11-09,,Selita Ebanks,Runaway,1983-02-15
583,nm5537000,2016-11-09,2016-11-09,,Grace Gibson,Black Nativity,
584,nm6112958,2016-11-09,2016-11-09,,Tia Blake,Black Nativity,
585,nm1102488,2016-11-09,2016-11-09,,Natalie Carter,Orange Is the New Black,
586,nm1738639,2016-11-09,2016-11-09,,Gayle Samuels,Bull,
587,nm6112962,2016-11-09,2016-11-09,,Lexi Rhoades,Black Nativity,
588,nm3949716,2016-11-09,2016-11-09,,NeiCe Knight,Get Thee Behind Me,
589,nm6068615,2016-11-09,2016-11-09,,Ashdyn Unique Neal,Black Nativity,
590,nm0807906,2016-11-09,2016-11-09,,Dwan Smith,Sparkle,1944-01-22
591,nm2554052,2016-11-09,2016-11-09,,Jordin Sparks Thomas,Sparkle,1989-12-22
592,nm0252238,2016-11-09,2016-11-09,,Carmen Ejogo,Selma,1973-10-22
593,nm0542990,2016-11-09,2016-11-09,,Tamela J. Mann,Madea Goes to Jail,1966-06-09
594,nm2359829,2016-11-09,2016-11-09,,Linda Boston,It Follows,
595,nm1506573,2016-11-09,2016-11-09,,Goapele,Sparkle,1977-07-11
596,nm1661312,2016-11-09,2016-11-09,,Stephanie Moseley,The Twilight Saga: Breaking Dawn - Part 1,1984-02-14
597,nm0141921,2016-11-09,2016-11-09,,Ruth E. Carter,Black Panther,1960-04-10
598,nm5237238,2016-11-09,2016-11-09,,Delaney Baynham II,Lee Martin's The Midnight Hour,
599,nm1728433,2017-09-26,2017-09-26,,Chiquita Fuller,9-1-1,
600,nm0684371,2017-09-26,2017-09-26,,Tonya Pinkins,Enchanted,1962-05-30
601,nm0143809,2017-09-26,2017-09-26,,Yvette Cason,Dreamgirls,
602,nm0752826,2017-09-26,2017-09-26,,Roz Ryan,Hercules,1951-07-07
603,nm0382914,2017-09-26,2017-09-26,,Marva Hicks,Virtuosity,1975-05-05
604,nm0123091,2017-09-26,2017-09-26,,Terry Burrell,You Can't Hurry Love,
605,nm3185562,2017-09-26,2017-09-26,,Montego Glover,Jack Ryan: Shadow Recruit,
606,nm0567653,2017-09-26,2017-09-26,,Audra McDonald,Beauty and the Beast,1970-07-03
607,nm0858106,2017-09-26,2017-09-26,,Lynne Thigpen,The Warriors,1948-12-22
608,nm0601610,2017-09-26,2017-09-26,,Melba Moore,All Dogs Go to Heaven,1945-10-29
609,nm0020693,2017-09-26,2017-09-26,,Jonelle Allen,"Dr. Quinn, Medicine Woman",1944-07-18
610,nm1106426,2017-11-28,2017-11-28,,Sy Smith,High Fidelity,
611,nm2842237,2017-11-28,2017-11-28,,Sabrina Reitman,Are We There Yet?,
612,nm2154255,2017-11-28,2017-11-28,,Valisa Tate,The Sun Is Also a Star,1970-02-19
613,nm0005247,2017-11-28,2017-11-28,,Debbi Morgan,Eve's Bayou,1956-09-20
614,nm4055345,2017-11-28,2017-11-28,,Chantal Maurice,Teenage Bounty Hunters,
615,nm7394207,2017-11-28,2017-11-28,,Priah Ferguson,Stranger Things,
616,nm4166767,2017-11-28,2017-11-28,,Gabrielle Maiden,Under the Silver Lake,
617,nm1957798,2017-11-28,2017-11-28,,Karen Ceesay,Rings,
618,nm6082959,2017-11-28,2017-11-28,,Marisol Correa,The Suicide Squad,
619,nm8970826,2017-11-28,2017-11-28,,Jasmine Bolton,The Little Mermaid,
620,nm2792296,2017-11-28,2017-11-28,,Sonequa Martin-Green,Star Trek: Discovery,1985-03-21
