Position,Const,Created,Modified,Description,Name,Known For,Birth Date
304,nm0523881,2016-03-05,2016-03-05,,Emmanuel Lubezki,Children of Men,1964-11-30
305,nm0327944,2016-03-05,2016-03-05,,Alejandro G. Iñárritu,Biutiful,1963-08-15
306,nm0006509,2016-03-05,2016-03-05,,Rodrigo Prieto,Brokeback Mountain,1965-11-23
307,nm1883257,2016-03-05,2016-03-05,,Pablo Larraín,El Club,1976-08-19
308,nm0215455,2016-03-05,2016-03-05,,Ronnie Del Carmen,Inside Out,1959-12-31
309,nm0214625,2016-03-05,2016-03-05,,Paco Delgado,Les Misérables,
310,nm0599057,2016-03-05,2016-03-05,,Frank A. Montaño,The Revenant,
311,nm0380057,2016-03-05,2016-03-05,,Martín Hernández,The Revenant,1964-06-01
312,nm6594925,2016-03-05,2016-03-05,,Gabriel Osorio Vargas,Historia de un oso,
313,nm6594926,2016-03-05,2016-03-05,,Pato Escala Pierart,Historia de un oso,
314,nm0729304,2016-03-05,2016-03-05,,Jonas Rivera,Up,
315,nm1458734,2016-03-05,2016-03-05,,Ciro Guerra,El abrazo de la serpiente,1981-02-06
316,nm0994245,2016-03-05,2016-03-05,,Alê Abreu,O Menino e o Mundo,
317,nm2442289,2016-03-05,2016-03-05,,Gina Carano,The Mandalorian,1982-04-16
318,nm1481172,2016-03-05,2016-03-05,,Nicolás Giacobone,Birdman or (The Unexpected Virtue of Ignorance),
319,nm3174584,2016-03-05,2016-03-05,,Armando Bo,Birdman or (The Unexpected Virtue of Ignorance),
320,nm4717581,2016-03-05,2016-03-05,,Gabriel Serra,La parka,
321,nm2081382,2016-03-05,2016-03-05,,Juliano Ribeiro Salgado,The Salt of the Earth,
322,nm1167933,2016-03-05,2016-03-05,,Damián Szifron,Relatos salvajes,1975-07-09
323,nm2844448,2016-03-05,2016-03-05,,Kristen Anderson-Lopez,Frozen II,1972-03-21
324,nm0520188,2016-03-05,2016-03-05,,Robert Lopez,Frozen II,1975-02-23
325,nm1878916,2016-03-05,2016-03-05,,Esteban Crespo,Nadie tiene la culpa,1971-06-10
326,nm0592073,2016-03-05,2016-03-05,,Claudio Miranda,Life of Pi,
327,nm0306223,2016-03-05,2016-03-05,,José Antonio García,Roma,
328,nm0190861,2016-03-05,2016-03-05,,Jonás Cuarón,Gravity,
329,nm0067367,2016-03-05,2016-03-05,,Bérénice Bejo,The Artist,1976-07-07
330,nm0005223,2016-03-05,2016-03-05,,Sergio Mendes,Rio,1941-02-11
331,nm0407076,2016-03-05,2016-03-05,,Alberto Iglesias,Tinker Tailor Soldier Spy,
332,nm0874096,2016-03-05,2016-03-05,,Fernando Trueba,Belle Epoque,1955-01-18
333,nm0973475,2016-03-05,2016-03-05,,Javier Mariscal,Chico & Rita,
334,nm0224878,2016-03-05,2016-03-05,,Larry Dias,Inception,
335,nm0898211,2016-03-05,2016-03-05,,Carey Villegas,Alice in Wonderland,
336,nm3261008,2016-03-05,2016-03-05,,Jaimie D'Cruz,Exit Through the Gift Shop,
337,nm2013191,2016-03-05,2016-03-05,,Claudia Llosa,La teta asustada,1976-11-15
338,nm0002728,2016-03-05,2016-03-05,,Juan José Campanella,El secreto de sus ojos,1959-07-19
339,nm0004234,2016-03-05,2016-03-05,,Alfonso Gomez-Rejon,Me and Earl and the Dying Girl,
340,nm3639868,2016-03-05,2016-03-05,,Javier Recio Gracia,The Lady and the Reaper (La dama y la muerte),
341,nm0053146,2016-03-05,2016-03-05,,Eric Barba,The Curious Case of Benjamin Button,
342,nm2872104,2016-03-05,2016-03-05,,Isabel Vega,La corona,
343,nm2034116,2016-03-05,2016-03-05,,Francisco Bello,Code of the West,
344,nm0037247,2016-03-05,2016-03-05,,Guillermo Arriaga,The Three Burials of Melquiades Estrada,1958-03-13
345,nm0622897,2016-03-05,2016-03-05,,Guillermo Navarro,El laberinto del fauno,
346,nm0127429,2016-03-05,2016-03-05,,Eugenio Caballero,El laberinto del fauno,
347,nm0720950,2016-03-05,2016-03-05,,Pilar Revuelta,El laberinto del fauno,
348,nm0194569,2016-03-05,2016-03-05,,Fernando Cámara,Apocalypto,
349,nm1008771,2016-03-05,2016-03-05,,Alex Rodríguez,Children of Men,1971-05-18
350,nm0554480,2016-03-05,2016-03-05,,David Martí,El laberinto del fauno,
351,nm1556767,2016-03-05,2016-03-05,,Montse Ribé,Hellboy II: The Golden Army,
352,nm0763395,2016-03-05,2016-03-05,,Gustavo Santaolalla,Brokeback Mountain,1951-08-19
353,nm0622782,2016-03-05,2016-03-05,,Javier Navarrete,El laberinto del fauno,
354,nm0543896,2016-03-05,2016-03-05,,Luis Manso,La gran aventura de Mortadelo y Filemón,
355,nm0275250,2016-03-05,2016-03-05,,Javier Fesser,Camino,
356,nm1141070,2016-03-05,2016-03-05,,Borja Cobeaga,Pagafantas,
357,nm1285750,2016-03-05,2016-03-05,,Andrew Jimenez,Spider-Man,
358,nm1433580,2016-03-05,2016-03-05,,Jose Rivera,Diarios de motocicleta,1955-03-24
359,nm0306323,2016-03-05,2016-03-05,,Manolo García,Suspiria,
360,nm0237779,2016-03-05,2016-03-05,,Jorge Drexler,Diarios de motocicleta,1964-09-21
361,nm1443023,2016-03-05,2016-03-05,,Nacho Vigalondo,Los cronocrímenes,
362,nm1130251,2016-03-05,2016-03-05,,Bráulio Mantovani,Tropa de Elite 2: O Inimigo Agora é Outro,
363,nm0153263,2016-03-05,2016-03-05,,César Charlone,Blindness,
364,nm0785381,2016-03-05,2016-03-05,,Eduardo Serra,Girl with a Pearl Earring,1943-10-02
365,nm1179870,2016-03-05,2016-03-05,,Daniel Rezende,Tropa de Elite,1975-05-05
366,nm0757858,2016-03-05,2016-03-05,,Carlos Saldanha,Rio,1965-01-24
367,nm2060660,2016-03-05,2016-03-05,,Josep Maria Domènech,Balseros,
368,nm1188723,2016-03-05,2016-03-05,,Carles Bosch,Balseros,
369,nm0190860,2016-03-05,2016-03-05,,Carlos Cuarón,Y tu mamá también,1966-10-02
370,nm0273259,2016-03-05,2016-03-05,,Felipe Fernández del Paso,Frida,1966-01-21
371,nm0733281,2016-03-05,2016-03-05,,Hania Robledo,Elysium,
372,nm0206866,2016-03-05,2016-03-05,,Beatrice De Alba,Frida,
373,nm0721396,2016-03-05,2016-03-05,,Regina Reyes,Frida,
374,nm1099643,2016-03-05,2016-03-05,,Luis Resto,8 Mile,
375,nm0140196,2016-03-05,2016-03-05,,Carlos Carrera,De la infancia,1962-08-18
376,nm0283029,2016-03-05,2016-03-05,,Giovani Florido,Narcos: México,
377,nm0883603,2016-03-05,2016-03-05,,David Valdes,Unforgiven,1950-08-12
378,nm0005244,2016-03-05,2016-03-05,,Fernanda Montenegro,Central do Brasil,1929-10-16
379,nm0758574,2016-03-05,2016-03-05,,Walter Salles,Central do Brasil,1956-04-12
380,nm0767022,2016-03-05,2016-03-05,,Carlos Saura,Peppermint Frappé,1932-01-04
381,nm0305054,2016-03-05,2016-03-05,,José Luis Garci,Canción de cuna,1944-01-20
382,nm1291105,2016-03-05,2016-03-05,,J.A. Bayona,El orfanato,1975-05-09
383,nm0000063,2016-03-05,2016-03-05,,Anthony Quinn,Alexis Zorbas,1915-04-21
384,nm0134594,2016-03-05,2016-03-05,,Cantinflas,Around the World in 80 Days,1911-08-12
385,nm0892473,2016-03-05,2016-03-05,,Lupe Velez,Mexican Spitfire,1909-07-18
386,nm0408626,2016-03-05,2016-03-05,,Pedro Infante,Tizoc (Amor indio),1917-11-18
387,nm0273477,2016-03-05,2016-03-05,,Emilio Fernández,La perla,1904-03-26
388,nm0000853,2016-03-05,2016-03-05,,Bruno Barreto,Flores Raras,1955-03-16
389,nm0432827,2016-03-05,2016-03-05,,Katy Jurado,High Noon,1924-01-16
390,nm0001502,2016-03-05,2016-03-05,,Luis Mandoki,Voces inocentes,
391,nm5640683,2016-03-05,2016-03-05,,Andrea Suarez Paz,Stand Clear of the Closing Doors,
392,nm5641164,2016-03-05,2016-03-05,,Jesus Sanchez-Velez,Stand Clear of the Closing Doors,
393,nm1214700,2016-03-05,2016-03-05,,Sandra Echeverría,Savages,1984-12-11
394,nm3901455,2016-03-05,2016-03-05,,Mariana Treviño,Club de Cuervos,
395,nm0319843,2016-03-05,2016-03-05,,Daniel Giménez Cacho,Zama,1961-05-15
396,nm1280286,2016-03-05,2016-03-05,,Allen Maldonado,Sneakerheads,1983-05-20
397,nm0001208,2016-03-05,2016-03-05,,Miguel Ferrer,Traffic,1955-02-07
398,nm0785594,2016-03-05,2016-03-05,,Nestor Serrano,The Day After Tomorrow,1955-11-05
399,nm0380073,2016-03-05,2016-03-05,,Maximiliano Hernández,Captain America: The Winter Soldier,
400,nm4583876,2016-03-05,2016-03-05,,Carlos Valdes,The Flash,1989-04-20
401,nm0201524,2016-03-05,2016-03-05,,Michael D. Olmos,Filly Brown,1971-07-22
402,nm1384118,2016-03-05,2016-03-05,,David Bianchi,Queen of the South,
403,nm0001675,2016-03-05,2016-03-05,,Robert Rodriguez,El mariachi,1968-06-20
404,nm0005040,2016-03-05,2016-03-05,,Enrique Iglesias,Once Upon a Time in Mexico,1975-05-08
405,nm1535150,2016-03-05,2016-03-05,,Juanes,Goal II: Living the Dream,1972-08-09
406,nm0002230,2016-03-05,2016-03-05,,Carlos Gallardo,El mariachi,
407,nm4823129,2016-03-05,2016-03-05,,Ryan Oliva,Strike Back,1975-07-14
408,nm4298048,2016-03-05,2016-03-05,,Mauricio Kuri,Vortex,1997-07-13
409,nm2928364,2016-03-05,2016-03-05,,Sebastián Silva,La Nana,1979-04-09
410,nm1662693,2016-03-05,2016-03-05,,Ricardo de Montreuil,Lowriders,1974-05-17
411,nm0744331,2016-03-05,2016-03-05,,Theo Rossi,Luke Cage,1975-06-04
412,nm6060991,2016-03-05,2016-03-05,,Yvette Monreal,Rambo: Last Blood,1992-07-09
413,nm4388400,2016-03-05,2016-03-05,,Gabriela Lopez,The 5th Wave,
414,nm0297489,2016-03-06,2016-03-06,,Zetna Fuentes,The Deuce,
415,nm0650304,2016-03-06,2016-03-06,,Edward Ornelas,The Resident,
416,nm0729202,2016-03-06,2016-03-06,,Carolina Rivera,Cilantro y perejil,1966-06-14
417,nm5056311,2016-03-06,2016-03-06,,Emmylou Diaz,Station 19,
418,nm1145257,2016-03-06,2016-03-06,,Perla Farías,"¡Anita, No Te Rajes!",
419,nm5505732,2016-03-06,2016-03-06,,Christopher Oscar Pena,Motherland: Fort Salem,
420,nm3294781,2016-03-06,2016-03-06,,Catherine Toribio,Jane the Virgin,
421,nm3262403,2016-03-06,2016-03-06,,Montse Hernandez,Colony,
422,nm0003528,2016-03-06,2016-03-06,,Raúl Dávalos,Dreamcatcher,
423,nm0649460,2016-03-06,2016-03-06,,Roberto Orci,Star Trek,1973-07-20
424,nm1547859,2016-03-06,2016-03-06,,Kyle Patrick Alvarez,The Stanford Prison Experiment,1983-05-19
425,nm1793079,2016-03-06,2016-03-06,,Fede Alvarez,Don't Breathe,1978-02-09
426,nm0037708,2016-03-06,2016-03-06,,Miguel Arteta,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",
427,nm0726638,2016-03-06,2016-03-06,,Patricia Riggen,The 33,1970-06-02
428,nm1260853,2016-03-06,2016-03-06,,Gloria Calderon Kellett,One Day at a Time,
429,nm1890752,2016-03-06,2016-03-06,,Gary Alazraki,Club de Cuervos,
430,nm1890981,2016-03-06,2016-03-06,,Gabriel Luna,Terminator: Dark Fate,1982-12-05
431,nm0760989,2016-03-06,2016-03-06,,Kiele Sanchez,A Perfect Getaway,1977-10-13
432,nm0342029,2016-03-06,2016-03-06,,Frank Grillo,The Grey,1965-06-08
433,nm1618202,2016-03-06,2016-03-06,,Byron Balasco,Kingdom,
434,nm1589312,2016-03-06,2016-03-06,,Christian Serratos,The Walking Dead,1990-09-21
435,nm6696689,2016-03-06,2016-03-06,,Robert Salvador,iZombie,
436,nm2731980,2016-03-06,2016-03-06,,Ciara Bravo,Cherry,1997-03-18
437,nm2140186,2016-03-06,2016-03-06,,Rodo Sayagues,Don't Breathe,
438,nm1290515,2016-03-06,2016-03-06,,Antonio Campos,Martha Marcy May Marlene,1983-08-24
439,nm2588618,2016-03-06,2016-03-06,,Alejandro Fernández Almendras,Matar a un hombre,
440,nm1225921,2016-03-06,2016-03-06,,Liz W. Garcia,The Lifeguard,
441,nm2165614,2016-03-06,2016-03-06,,Rashaad Ernesto Green,Premature,1978-08-19
442,nm1659906,2016-03-06,2016-03-06,,Javier Fuentes-León,Contracorriente,
443,nm0883741,2016-03-06,2016-03-06,,Juan Carlos Valdivia,American Visa,
444,nm0005292,2016-03-06,2016-03-06,,Erik Palladino,ER,1968-05-10
445,nm0181579,2016-03-06,2016-03-06,,Rodrigo Cortés,Buried,
446,nm2938272,2016-03-06,2016-03-06,,Vanessa Suarez,The Adventures of Superseven,
447,nm0004742,2016-03-06,2016-03-06,,Maria Bello,A History of Violence,1967-04-18
448,nm5291376,2016-03-06,2016-03-06,,Bianca A. Santos,The Duff,1990-07-26
449,nm2974788,2016-03-06,2016-03-06,,Erick Chavarria,On Becoming a God in Central Florida,1979-07-30
450,nm2036500,2016-03-06,2016-03-06,,Fernando Coimbra,O Lobo Atrás da Porta,
451,nm1429471,2016-03-06,2016-03-06,,Jaume Collet-Serra,The Shallows,1974-03-23
452,nm1976902,2016-03-06,2016-03-06,,Tony Vidal,The Prankster,
453,nm0615592,2016-03-06,2016-03-06,,Andy Muschietti,Mama,1973-08-26
454,nm2306701,2016-03-06,2016-03-06,,Javier Botet,It,1977-07-30
455,nm0305228,2016-03-13,2016-03-13,,Gregory Thomas Garcia,My Name Is Earl,1970-04-04
456,nm1174251,2016-03-13,2016-03-13,,Daniel Espinosa,Snabba cash,1977-03-23
457,nm2959119,2016-03-20,2016-03-20,,Julian Alcaraz,Red Dawn,
